   -0.194348096847534180E+00    0.886733353137969971E+01    0.139441013336181641E+02   -0.285183210694593763E+10   -0.391195633965034517E+01    1
    0.756315827369689941E+01    0.912791609764099121E+01    0.144511270523071289E+02   -0.267392238520240307E+10   -0.393195633965034208E+01    1
    0.903056859970092773E+00    0.842182099819183350E+01    0.179117202758789062E+02   -0.263130025725834894E+10   -0.395195633965034165E+01    1
   -0.940477848052978516E-01    0.818095803260803223E+01    0.769246101379394531E+01   -0.225817845860733318E+10   -0.397195633965034300E+01    1
    0.948500514030456543E+01    0.824129879474639893E+01    0.167125082015991211E+02   -0.206167227874051905E+10   -0.399195633965034391E+01    1
    0.144970774650573730E+01    0.765103459358215332E+01    0.458428502082824707E+01   -0.200239740925672030E+10   -0.401195633965034215E+01    1
   -0.832913994789123535E+01    0.882829785346984863E+01    0.168878257274627686E+02   -0.199446421659425163E+10   -0.403195633965034173E+01    1
    0.809913277626037598E+01    0.755104422569274902E+01    0.166482198238372803E+02   -0.184377303238900495E+10   -0.405195633965034396E+01    1
    0.289194107055664062E+01    0.709547102451324463E+01    0.117793679237365723E+02   -0.183793950134976268E+10   -0.407195633965034443E+01    1
   -0.278494000434875488E+01    0.781587600708007812E+01    0.800431251525878906E+01   -0.156057947863509607E+10   -0.409195633965034400E+01    1
    0.777976989746093750E+01    0.708549797534942627E+01    0.102325308322906494E+02   -0.133981975148809814E+10   -0.411195633965034357E+01    1
   -0.396663904190063477E+01    0.711160719394683838E+01    0.887092947959899902E+01   -0.117436219492548633E+10   -0.413195633965034226E+01    1
    0.545635938644409180E+01    0.593687891960144043E+01    0.100470757484436035E+02   -0.113690477837828660E+10   -0.415195633965034450E+01    1
   -0.381855845451354980E+01    0.585163593292236328E+01    0.153214120864868164E+02   -0.108095570041547394E+10   -0.417195633965034762E+01    1
   -0.919612169265747070E+01    0.994672596454620361E+01    0.100472962856292725E+02   -0.107517951296821213E+10   -0.419195633965034720E+01    1
   -0.672059059143066406E+01    0.739200353622436523E+01    0.107800030708312988E+02   -0.104323792790161240E+10   -0.421195633965034677E+01    1
    0.473124384880065918E+01    0.533309459686279297E+01    0.191214990615844727E+02   -0.101509840205124104E+10   -0.423195633965034279E+01    1
   -0.195485711097717285E+01    0.526213765144348145E+01    0.144223773479461670E+02   -0.930580507934840322E+09   -0.425195633965034059E+01    1
    0.845874905586242676E+01    0.527583122253417969E+01    0.168666195869445801E+02   -0.871849731506588936E+09   -0.427195633965034727E+01    1
    0.688667178153991699E+01    0.487083911895751953E+01    0.171103703975677490E+02   -0.790090086888235331E+09   -0.429195633965034329E+01    1
    0.973380923271179199E+01    0.927692174911499023E+01    0.643162012100219727E+01   -0.787575829878860235E+09   -0.431195633965034109E+01    1
   -0.365317702293395996E+01    0.778849661350250244E+01    0.512496232986450195E+01   -0.682822421207538366E+09   -0.433195633965034244E+01    1
   -0.581710338592529297E+00    0.572419285774230957E+01    0.350975036621093750E+01   -0.632184110568931460E+09   -0.435195633965034201E+01    1
    0.714303374290466309E+01    0.842255651950836182E+01    0.402873158454895020E+01   -0.594289630255638123E+09   -0.437195633965034336E+01    1
    0.768837451934814453E+01    0.499906480312347412E+01    0.825037717819213867E+01   -0.559590977969644547E+09   -0.439195633965034649E+01    1
   -0.477516889572143555E+01    0.403775453567504883E+01    0.171467626094818115E+02   -0.495553556993772924E+09   -0.441195633965034784E+01    1
   -0.403111577033996582E+01    0.426297307014465332E+01    0.107734227180480957E+02   -0.468951066340150177E+09   -0.443195633965034474E+01    1
    0.368609070777893066E+01    0.365223407745361328E+01    0.166109180450439453E+02   -0.467232245390942335E+09   -0.445195633965034343E+01    1
   -0.469636917114257812E+01    0.391771554946899414E+01    0.147683155536651611E+02   -0.441343865766293228E+09   -0.447195633965034745E+01    1
    0.393690109252929688E+01    0.398481726646423340E+01    0.300990939140319824E+01   -0.383660905972312450E+09   -0.449195633965034435E+01    1
   -0.966303944587707520E+01    0.376733303070068359E+01    0.196958351135253906E+02   -0.350696857508390009E+09   -0.451195633965034482E+01    1
   -0.345521450042724609E+01    0.575595319271087646E+01    0.475067257881164551E+01   -0.330880327066396415E+09   -0.453195633965034705E+01    1
   -0.681430101394653320E+01    0.338782906532287598E+01    0.195379304885864258E+02   -0.326989258148804009E+09   -0.455195633965034396E+01    1
   -0.355134487152099609E+01    0.322333633899688721E+01    0.150488400459289551E+02   -0.314993978229124069E+09   -0.457195633965034354E+01    1
   -0.561949014663696289E+00    0.297126412391662598E+01    0.127673840522766113E+02   -0.292254814733182073E+09   -0.459195633965034666E+01    1
   -0.729645609855651855E+01    0.512875139713287354E+01    0.855848073959350586E+01   -0.288393849363697171E+09   -0.461195633965034801E+01    1
   -0.985147118568420410E+01    0.509220063686370850E+01    0.107517087459564209E+02   -0.271926969261785150E+09   -0.463195633965034759E+01    1
    0.647414803504943848E+01    0.277144074440002441E+01    0.169309329986572266E+02   -0.246202875264783263E+09   -0.465195633965034716E+01    1
   -0.834206461906433105E+01    0.459561169147491455E+01    0.960875511169433594E+01   -0.232479806111602008E+09   -0.467195633965034407E+01    1
   -0.101506471633911133E+01    0.339384734630584717E+01    0.408883929252624512E+01   -0.214712942393538713E+09   -0.469195633965034364E+01    1
    0.889807939529418945E+01    0.516093254089355469E+01    0.535704612731933594E+01   -0.195892027934844315E+09   -0.471195633965034677E+01    1
   -0.886799812316894531E+01    0.424081623554229736E+01    0.100420713424682617E+02   -0.193012191585972816E+09   -0.473195633965034634E+01    1
   -0.911485075950622559E+01    0.422630369663238525E+01    0.102741062641143799E+02   -0.191648041071774840E+09   -0.475195633965034325E+01    1
    0.435530662536621094E+01    0.455360412597656250E+01    0.159116387367248535E+01   -0.175970318536177605E+09   -0.477195633965034460E+01    1
    0.752758383750915527E+01    0.240438520908355713E+01    0.168929660320281982E+02   -0.175168628012322873E+09   -0.479195633965034506E+01    1
    0.362267613410949707E+01    0.230165660381317139E+01    0.116989195346832275E+02   -0.173894409366680682E+09   -0.481195633965034641E+01    1
   -0.208135008811950684E+01    0.239094913005828857E+01    0.118473911285400391E+02   -0.169318471039481312E+09   -0.483195633965034776E+01    1
   -0.133146524429321289E+01    0.898843050003051758E+01    0.145431995391845703E+01   -0.156293517588026315E+09   -0.485195633965034734E+01    1
    0.473434686660766602E+01    0.846795976161956787E+01    0.119678854942321777E+01   -0.151953346840406001E+09   -0.487195633965034602E+01    1
   -0.337579846382141113E+01    0.396541655063629150E+01    0.464996099472045898E+01   -0.146432040375742167E+09   -0.489195633965034382E+01    1
    0.607246994972229004E+01    0.823557615280151367E+01    0.210074424743652344E+01   -0.145598631629633605E+09   -0.491195633965034428E+01    1
    0.518849968910217285E+01    0.219887673854827881E+01    0.921869158744812012E+01   -0.141859801592527509E+09   -0.493195633965034563E+01    1
    0.966202974319458008E+01    0.534974753856658936E+01    0.516547322273254395E+01   -0.126178153313155070E+09   -0.495195633965034610E+01    1
   -0.415598988533020020E+01    0.657934844493865967E+01    0.349093556404113770E+01   -0.122935406424836248E+09   -0.497195633965034567E+01    1
   -0.983073353767395020E+01    0.927887141704559326E+01    0.628530621528625488E+01   -0.114683170973008662E+09   -0.499195633965034435E+01    1
    0.570719122886657715E+01    0.208102583885192871E+01    0.747100472450256348E+01   -0.110843623829052582E+09   -0.501195633965034304E+01    1
   -0.251289129257202148E+01    0.788105309009552002E+01    0.128026366233825684E+01   -0.104327440123364136E+09   -0.503195633965034617E+01    1
   -0.169445037841796875E+01    0.196274042129516602E+01    0.849520564079284668E+01   -0.101333772702986076E+09   -0.505195633965034840E+01    1
    0.614062789084000471E+00    0.179212516286715795E+01    0.980858289709745357E+01   -0.100493127998854011E+09   -0.507195633965034709E+01    1
    0.822491182936225229E+01    0.708341345088001262E+01    0.329970317355346587E+01   -0.803249394028400332E+08   -0.509195633965034755E+01    1
    0.911436080932617188E+01    0.209910273551940918E+01    0.834751844406127930E+01   -0.692674092466613650E+08   -0.511195633965034979E+01    1
    0.205599546432495117E+01    0.147336781024932861E+01    0.142387664318084717E+02   -0.677972152602589130E+08   -0.513195633965034936E+01    1
    0.420802291558816677E+01    0.145292935189103711E+01    0.191310548723610552E+02   -0.651369111946758106E+08   -0.515195633965034716E+01    1
    0.713931964213488257E+01    0.646977344368737661E+01    0.261428981050436526E+01   -0.637531948396627679E+08   -0.517195633965034318E+01    1
    0.427793264389038086E+00    0.203495502471923828E+01    0.214002966880798340E+01   -0.578067864639178962E+08   -0.519195633965034276E+01    1
    0.241702079772949219E+01    0.128527045249938965E+01    0.805850625038146973E+01   -0.492118311091028675E+08   -0.521195633965034766E+01    1
   -0.644582509994506836E+00    0.122040092945098877E+01    0.184145748615264893E+02   -0.438124004143762514E+08   -0.523195633965034546E+01    1
    0.918655055686024014E+00    0.120564103545007018E+01    0.113799037432212184E+02   -0.427794336849145740E+08   -0.525195633965034858E+01    1
    0.547439098358154297E+01    0.122593104839324951E+01    0.145443689823150635E+02   -0.426219410428163856E+08   -0.527195633965034727E+01    1
   -0.198040962219238281E+01    0.114471375942230225E+01    0.140998733043670654E+02   -0.353317031169069782E+08   -0.529195633965034684E+01    1
    0.463285366680143085E+01    0.382969667708412853E+01    0.115426707388298744E+01   -0.347789836372400969E+08   -0.531195633965034553E+01    1
    0.440237670592749275E+01    0.109906149947455867E+01    0.147373654732150978E+02   -0.345080631211394817E+08   -0.533195633965034510E+01    1
    0.854000091552734375E+01    0.156735658645629883E+01    0.686580777168273926E+01   -0.309516512607758939E+08   -0.535195633965034645E+01    1
   -0.247139385580047577E+01    0.337529631749489090E+01    0.245568952354151282E+01   -0.303318334470496327E+08   -0.537195633965034780E+01    1
   -0.541958332061767578E+01    0.112969756126403809E+01    0.151638162136077881E+02   -0.286738918119334355E+08   -0.539195633965034649E+01    1
    0.519558991874546017E+01    0.101649351939005261E+01    0.132508110422176255E+02   -0.279921790454440713E+08   -0.541195633965034428E+01    1
    0.574465870857238770E+01    0.600750625133514404E+01    0.148558735847473145E+01   -0.263897064603877142E+08   -0.543195633965034563E+01    1
   -0.133823529013525899E+01    0.114620569188647203E+01    0.586345219117206895E+01   -0.254766058066167608E+08   -0.545195633965034521E+01    1
   -0.621916294097900391E+01    0.372092306613922119E+01    0.448808670043945312E+01   -0.232964846052723154E+08   -0.547195633965034389E+01    1
   -0.412581086764587024E+01    0.969137666269484610E+00    0.170073654501965947E+02   -0.230039070974204317E+08   -0.549195633965034791E+01    1
    0.558353800973983283E+01    0.886974510521324255E+00    0.157799148225689159E+02   -0.207753936036566570E+08   -0.551195633965034570E+01    1
   -0.593319177627563477E+01    0.498571753501892090E+01    0.342099547386169434E+01   -0.204303881916683093E+08   -0.553195633965034705E+01    1
    0.806431308158796156E+01    0.895783162578429715E+00    0.186116904285104496E+02   -0.200470202909872681E+08   -0.555195633965034929E+01    1
    0.304540276527404785E+01    0.847631692886352539E+00    0.153916347026824951E+02   -0.196760517746615969E+08   -0.557195633965034887E+01    1
    0.455224752426147461E+01    0.883367657661437988E+00    0.814049601554870605E+01   -0.194896774575151950E+08   -0.559195633965034755E+01    1
    0.735486388206481934E+01    0.191160321235656738E+01    0.372885107994079590E+01   -0.187995062346206531E+08   -0.561195633965034801E+01    1
    0.503450048597690980E+01    0.657863586514403220E+01    0.797593724664155679E+00   -0.170531641886582635E+08   -0.563195633965034670E+01    1
    0.869124412536621094E+01    0.319800138473510742E+01    0.360109686851501465E+01   -0.163115633057671580E+08   -0.565195633965034716E+01    1
   -0.687800645828247070E+00    0.866755247116088867E+00    0.546093106269836426E+01   -0.144893978249840811E+08   -0.567195633965034851E+01    1
