   -0.272724151611328125E+01    0.518680751323699951E+01    0.195836079120635986E+02    0.444793939590454102E+01    0.908993840217590332E+01    0.114544117450714111E+02   -0.131310092994473724E+11   -0.391195633965034517E+01    1
    0.531503319740295410E+01    0.736211061477661133E+01    0.171037125587463379E+02    0.768361687660217285E+01    0.606649696826934814E+01    0.724129915237426758E+01   -0.107401096362723503E+11   -0.393195633965034208E+01    1
   -0.925796627998352051E+01    0.396941006183624268E+01    0.168266248703002930E+02    0.103572607040405273E+01    0.864028215408325195E+01    0.971778154373168945E+01   -0.790772047750827885E+10   -0.395195633965034165E+01    1
    0.423130869865417480E+01    0.699827730655670166E+01    0.462370514869689941E+01   -0.586090564727783203E+01    0.471892714500427246E+01    0.167979323863983154E+02   -0.753604498017463875E+10   -0.397195633965034300E+01    1
   -0.281389355659484863E+01    0.819511473178863525E+01    0.178087317943572998E+02   -0.430977463722229004E+01    0.470080256462097168E+01    0.909286379814147949E+01   -0.724461372347950935E+10   -0.399195633965034391E+01    1
    0.665966272354125977E+01    0.955132424831390381E+01    0.635180950164794922E+01   -0.841441750526428223E+01    0.711296319961547852E+01    0.752484560012817383E+01   -0.713869854593078423E+10   -0.401195633965034215E+01    1
    0.426870465278625488E+01    0.375075101852416992E+01    0.141761612892150879E+02    0.305745244026184082E+01    0.656125247478485107E+01    0.184804069995880127E+02   -0.672054824474282455E+10   -0.403195633965034173E+01    1
   -0.456272482872009277E+01    0.867038011550903320E+01    0.180620050430297852E+02   -0.345611453056335449E+01    0.288809180259704590E+01    0.149818670749664307E+02   -0.666722973136296940E+10   -0.405195633965034396E+01    1
   -0.177511572837829590E+01    0.838548183441162109E+01    0.784964799880981445E+01   -0.314993977546691895E+01    0.676633536815643311E+01    0.650099992752075195E+01   -0.621169191361515999E+10   -0.407195633965034443E+01    1
    0.788641691207885742E+01    0.746827900409698486E+01    0.159259557723999023E+02    0.221323132514953613E+01    0.239940762519836426E+01    0.123555350303649902E+02   -0.578018411068494511E+10   -0.409195633965034400E+01    1
    0.706979036331176758E+01    0.264834463596343994E+01    0.140758895874023438E+02   -0.376572012901306152E+01    0.893358945846557617E+01    0.107386016845703125E+02   -0.546463097217667675E+10   -0.411195633965034357E+01    1
    0.865861415863037109E+01    0.757393062114715576E+01    0.130505859851837158E+02    0.506261706352233887E+01    0.539900541305541992E+01    0.457957983016967773E+00   -0.545711411405058098E+10   -0.413195633965034226E+01    1
    0.411976575851440430E+00    0.416993200778961182E+01    0.496376276016235352E+01    0.429470658302307129E+01    0.599240005016326904E+01    0.164495337009429932E+02   -0.506958317914321232E+10   -0.415195633965034450E+01    1
   -0.742250800132751465E+01    0.375688910484313965E+01    0.169760620594024658E+02   -0.826775789260864258E+01    0.954952478408813477E+01    0.130890464782714844E+02   -0.506533580198906994E+10   -0.417195633965034762E+01    1
    0.586179137229919434E+01    0.630141913890838623E+01    0.193423783779144287E+02    0.421576261520385742E+01    0.279760599136352539E+01    0.184110379219055176E+02   -0.505040832348863125E+10   -0.419195633965034720E+01    1
    0.284308671951293945E+01    0.511444330215454102E+01    0.176010370254516602E+02    0.488188624382019043E+01    0.413979649543762207E+01    0.330202937126159668E+01   -0.503606095005872726E+10   -0.421195633965034677E+01    1
    0.166202545166015625E+01    0.976325929164886475E+01    0.432600617408752441E+01    0.300289869308471680E+01    0.859394073486328125E+00    0.151465690135955811E+02   -0.492303267073115826E+10   -0.423195633965034279E+01    1
    0.234734654426574707E+01    0.738345921039581299E+01    0.112561404705047607E+02    0.640797019004821777E+01    0.169776856899261475E+01    0.118583762645721436E+02   -0.487561638782486916E+10   -0.425195633965034059E+01    1
   -0.149635672569274902E+01    0.527194440364837646E+01    0.125164580345153809E+02   -0.300831675529479980E+01    0.616322636604309082E+01    0.773923397064208984E+01   -0.468266001814532566E+10   -0.427195633965034727E+01    1
    0.734088778495788574E+01    0.396930038928985596E+01    0.196504771709442139E+02   -0.475917577743530273E+01    0.982622742652893066E+01    0.735408544540405273E+01   -0.455577711491588879E+10   -0.429195633965034329E+01    1
    0.382689356803894043E+01    0.713085889816284180E+01    0.115300989151000977E+02   -0.916435241699218750E+01    0.465874075889587402E+01    0.892894625663757324E+01   -0.453430585404017067E+10   -0.431195633965034109E+01    1
    0.838186383247375488E+01    0.504462957382202148E+01    0.155652225017547607E+02    0.590713739395141602E+01    0.362311720848083496E+01    0.153886985778808594E+02   -0.429914635381960106E+10   -0.433195633965034244E+01    1
   -0.528403639793395996E+01    0.516176342964172363E+01    0.695372343063354492E+01    0.698925971984863281E+01    0.604806542396545410E+01    0.186864268779754639E+02   -0.383554598385487652E+10   -0.435195633965034201E+01    1
   -0.894080162048339844E+01    0.623882532119750977E+01    0.205330729484558105E+01   -0.479247212409973145E+01    0.893820822238922119E+01    0.175015723705291748E+02   -0.361074667422065353E+10   -0.437195633965034336E+01    1
   -0.332404494285583496E+01    0.971406102180480957E+01    0.461922049522399902E+01    0.257801890373229980E+01    0.480169296264648438E+01    0.124384939670562744E+02   -0.326652812839868736E+10   -0.439195633965034649E+01    1
   -0.191008090972900391E+01    0.768261611461639404E+01    0.134175860881805420E+02   -0.445456624031066895E+01    0.545866131782531738E+01    0.378857970237731934E+01   -0.318543950696949863E+10   -0.441195633965034784E+01    1
   -0.537502884864807129E+01    0.315289378166198730E+01    0.926231026649475098E+01    0.126940727233886719E+01    0.613793551921844482E+01    0.610566496849060059E+01   -0.304635926321057987E+10   -0.443195633965034474E+01    1
    0.899319171905517578E+01    0.444019913673400879E+01    0.120616209506988525E+02    0.152043581008911133E+01    0.370381116867065430E+01    0.467164397239685059E+01   -0.294657562766755867E+10   -0.445195633965034343E+01    1
    0.185348749160766602E+01    0.680433750152587891E+01    0.179101264476776123E+02   -0.832858324050903320E+01    0.543246746063232422E+01    0.111721992492675781E+01   -0.252671867714882994E+10   -0.447195633965034745E+01    1
   -0.251965522766113281E+01    0.640298187732696533E+01    0.516361713409423828E+01   -0.266904950141906738E+01    0.417955577373504639E+01    0.153838956356048584E+02   -0.240837944426853418E+10   -0.449195633965034435E+01    1
    0.129669904708862305E+01    0.675037145614624023E+01    0.126094198226928711E+02   -0.237521409988403320E+01    0.411551117897033691E+01    0.547752380371093750E+00   -0.238423444310248518E+10   -0.451195633965034482E+01    1
    0.811328887939453125E+00    0.311987936496734619E+01    0.447673320770263672E+01   -0.304409265518188477E+00    0.570817232131958008E+01    0.559023022651672363E+01   -0.227799326589341688E+10   -0.453195633965034705E+01    1
