    0.140867720522584072E+01    0.765134861281665302E+00    0.897795246679590209E+00   -0.144294906619954588E+00    0.154156045040743961E+01    0.511378158556473039E+01    0.428148206449230884E+01
    0.141424963742396592E+01    0.759729830123898497E+00    0.893129837640468383E+00   -0.122354050816927185E+00    0.154528256611973314E+01    0.507424469408007983E+01    0.475744853163899961E+01
    0.141252372397103798E+01    0.764287476529142418E+00    0.890769572500318407E+00   -0.134919114439851384E+00    0.154604217340898265E+01    0.508638700341632166E+01    0.556475807982366177E+01
    0.141700267056465101E+01    0.759679169941702037E+00    0.888776358516286002E+00   -0.121918356923591986E+00    0.154693544933963079E+01    0.506960586386307011E+01    0.567863477917626369E+01
    0.141297259148642596E+01    0.764543909459287740E+00    0.890915134277640131E+00   -0.128374360096351836E+00    0.154525293580234724E+01    0.508329625090663484E+01    0.596866279604716965E+01
    0.140892028199433028E+01    0.762957012556596648E+00    0.898043031143764714E+00   -0.138539548895701969E+00    0.154324550052200182E+01    0.509918674260462268E+01    0.622827665950705978E+01
    0.141228969542783034E+01    0.768760604561266270E+00    0.896349207183177787E+00   -0.156796529262052786E+00    0.153955719421096737E+01    0.513568485514323037E+01    0.631900738994607991E+01
    0.141694485465808739E+01    0.763324357586524727E+00    0.892096882320846607E+00   -0.142939603569008256E+00    0.154359749409086255E+01    0.510393359864840690E+01    0.670414627557119047E+01
    0.140985243797061344E+01    0.766426682454409147E+00    0.898964210040207101E+00   -0.145584663367966272E+00    0.153967728333384213E+01    0.512132619113961418E+01    0.672447830608933828E+01
    0.141378123164724379E+01    0.764258247594316598E+00    0.889514440670405748E+00   -0.132090115769123884E+00    0.154589507130684511E+01    0.508389260304635826E+01    0.698537883069008103E+01
    0.141259858879856282E+01    0.762156050253521400E+00    0.891013734539319979E+00   -0.123727401078607357E+00    0.154580917772246984E+01    0.507565711479334514E+01    0.703322962149638897E+01
    0.141694756116406850E+01    0.762521106880308830E+00    0.891630593932897231E+00   -0.134998014682656375E+00    0.154355830474694544E+01    0.509634290327400308E+01    0.708302817032898702E+01
    0.141449802708625327E+01    0.767095304015915747E+00    0.892006916539028527E+00   -0.146434073900564954E+00    0.154170540589405847E+01    0.511635825313333381E+01    0.709892223722675908E+01
    0.141210033941771229E+01    0.764963188846147668E+00    0.896051936920990055E+00   -0.139894800409303244E+00    0.154217148837222484E+01    0.510463164687807947E+01    0.711410651796376214E+01
    0.140602913786082695E+01    0.767538794312269235E+00    0.899347418072583671E+00   -0.142584351756774197E+00    0.154141963828292616E+01    0.511282686044660206E+01    0.717612492250071909E+01
    0.141282838211411743E+01    0.765495506710601514E+00    0.895321032024240404E+00   -0.148164544951001176E+00    0.154222319298186439E+01    0.511639007841538174E+01    0.719972235943276928E+01
    0.141470709486234014E+01    0.764445418125782261E+00    0.889096039808413341E+00   -0.128491374665637537E+00    0.154465201697372900E+01    0.508497622834970553E+01    0.726678592281871261E+01
    0.141313479703681288E+01    0.765152715464828770E+00    0.891326134422385952E+00   -0.135704222850845824E+00    0.154489353889194003E+01    0.509241257307581385E+01    0.731696816720682364E+01
    0.140977475840751154E+01    0.763218069821668288E+00    0.896230371065387832E+00   -0.123993502757166141E+00    0.154281363873248267E+01    0.508589576236573659E+01    0.733568264561631622E+01
    0.141165993626931652E+01    0.763224470314232128E+00    0.894948944149810854E+00   -0.135378081584638821E+00    0.154493468594985472E+01    0.509058897693046486E+01    0.734893402204653512E+01
    0.141644915214801159E+01    0.765521738623917147E+00    0.889362676976643174E+00   -0.141519271264304081E+00    0.154403563763249596E+01    0.510061248735777273E+01    0.742057856280831629E+01
    0.140968447523832552E+01    0.761966417541274255E+00    0.894315342013447423E+00   -0.127324411038022944E+00    0.154547083399701402E+01    0.508003209697835967E+01    0.742723416389122804E+01
    0.140934598068386663E+01    0.768343948779788399E+00    0.895534242097810740E+00   -0.144678310457482695E+00    0.154152766932811724E+01    0.511489930390051128E+01    0.761115862618282790E+01
    0.141122843472795267E+01    0.765171240229215566E+00    0.894742595829734588E+00   -0.136263626189437659E+00    0.154195130418380044E+01    0.510410481443545017E+01    0.777255395630953672E+01
    0.141303879827913548E+01    0.765732377373634643E+00    0.894305816710505463E+00   -0.142199716567080969E+00    0.154305522537127060E+01    0.510597828808875853E+01    0.779733030165704122E+01
    0.141073091274109075E+01    0.769195932121050419E+00    0.895243816223626587E+00   -0.146745109468763957E+00    0.154097012648546183E+01    0.511857448594919084E+01    0.801114210770009549E+01
    0.141825927095206872E+01    0.763883272792182266E+00    0.887291850224098844E+00   -0.131742473287125961E+00    0.154528222887044064E+01    0.508535503418842616E+01    0.804447581992218375E+01
    0.141486988773839428E+01    0.761186372727594596E+00    0.889578029650973878E+00   -0.127911714747867222E+00    0.154681064018221437E+01    0.507557081510657326E+01    0.807780235547562597E+01
    0.140900019892754536E+01    0.765868306847091174E+00    0.898029554491503901E+00   -0.144811995104229041E+00    0.154249407633478119E+01    0.510916819635835573E+01    0.810711381493075578E+01
    0.141093080879512200E+01    0.762284321382875385E+00    0.894920899529127012E+00   -0.126853036410896181E+00    0.154370076238184306E+01    0.508654506649392157E+01    0.813228660345868093E+01
    0.140983242868515823E+01    0.764953885986387028E+00    0.895598045269615617E+00   -0.142410614762862764E+00    0.154337167216061211E+01    0.510374056221592820E+01    0.821991784314548113E+01
    0.141017437764196352E+01    0.766195279705553678E+00    0.898093799674472226E+00   -0.138329591251871165E+00    0.154008869088623790E+01    0.511307797682680398E+01    0.828532754735113031E+01
    0.141503452313238576E+01    0.766140221231416785E+00    0.892662495681663337E+00   -0.143234090374642520E+00    0.154204880069688111E+01    0.511184244510475949E+01    0.836708195327042858E+01
    0.141133357215720245E+01    0.762907124942674986E+00    0.896953497979565251E+00   -0.134297729217443873E+00    0.154259270685543570E+01    0.509759609632188582E+01    0.847696416697067434E+01
    0.141341348700136393E+01    0.767317341984428691E+00    0.892418948474825613E+00   -0.137690967955109045E+00    0.154149014277054075E+01    0.510763613745254119E+01    0.849291918443026361E+01
    0.141205685429653371E+01    0.764837424665218313E+00    0.891671723642019187E+00   -0.131790200822882397E+00    0.154447960184921396E+01    0.508834811467129366E+01    0.854838472536340532E+01
    0.141341267466785325E+01    0.764001732461029426E+00    0.893568278722326359E+00   -0.144780181321658930E+00    0.154357096204556354E+01    0.510666622119574232E+01    0.857448674682410683E+01
    0.141609329697114639E+01    0.763076420394920407E+00    0.890839659766719971E+00   -0.134204094300830690E+00    0.154372945943270246E+01    0.509461730121133716E+01    0.866644095204520681E+01
    0.141205433477354525E+01    0.767132240867045678E+00    0.895458347566681079E+00   -0.146868874480754030E+00    0.154042663196791008E+01    0.512106174774087819E+01    0.867518798448367079E+01
    0.141419133655193363E+01    0.763209214303979144E+00    0.890932957504239176E+00   -0.130843817710200483E+00    0.154570023782074673E+01    0.508185219973306790E+01    0.873813081694578386E+01
    0.140935914861412037E+01    0.767882392132715363E+00    0.895673648525933008E+00   -0.142020114710248890E+00    0.154204721061896111E+01    0.510862089719086576E+01    0.875126555151950924E+01
    0.141376703567164874E+01    0.761707744000394982E+00    0.890628476812854508E+00   -0.127882346673743541E+00    0.154664657889631130E+01    0.507681948508184533E+01    0.879163063157051283E+01
    0.141287369799960061E+01    0.767549415075972630E+00    0.894080310779894250E+00   -0.143851219886748538E+00    0.154075501228456813E+01    0.511726866212187836E+01    0.899097391353592457E+01
    0.140837600942271202E+01    0.766912999966920084E+00    0.898837960842089112E+00   -0.141691087497944679E+00    0.154119469892914074E+01    0.511221735177587977E+01    0.900548308166679590E+01
    0.141374190189815963E+01    0.761151036714510010E+00    0.893699211284850747E+00   -0.131879183084766538E+00    0.154460854124227498E+01    0.508788349843012000E+01    0.903046695044179160E+01
    0.141486634215666918E+01    0.764526119642008561E+00    0.889600259409179861E+00   -0.127848897454565957E+00    0.154422074422683409E+01    0.508568850516888027E+01    0.903051351035725247E+01
    0.140968753088931109E+01    0.761775933081800360E+00    0.896379341618983139E+00   -0.128178404248888711E+00    0.154425797365795447E+01    0.508468884578993041E+01    0.905261571699065826E+01
    0.140883458246882753E+01    0.767980869441042380E+00    0.896956189055059805E+00   -0.139953854466510208E+00    0.154069912931958175E+01    0.511300304154505003E+01    0.906654342046908823E+01
    0.140771662666106323E+01    0.764851784425150338E+00    0.897553600199471724E+00   -0.137447565139350303E+00    0.154264593897704039E+01    0.510152238172014272E+01    0.907900919240807980E+01
    0.141076203738025185E+01    0.765322749409367287E+00    0.897285109871316156E+00   -0.134571151356933427E+00    0.154103272499513633E+01    0.510493560754145737E+01    0.908066315023773996E+01
    0.141118089605328834E+01    0.766128922621393649E+00    0.895715003645456975E+00   -0.141338920853478101E+00    0.154191713808288533E+01    0.510748546359080891E+01    0.909328267488098163E+01
    0.140772495880548831E+01    0.766705678466225726E+00    0.898690122003321545E+00   -0.142288198301546487E+00    0.154121185541247030E+01    0.511138336961946749E+01    0.911214131131259819E+01
    0.140850917474968895E+01    0.762737172415492104E+00    0.897411920209467473E+00   -0.126832911361558942E+00    0.154376738797458590E+01    0.508607487250816881E+01    0.917061918685283217E+01
    0.140979992579209501E+01    0.764721056596882276E+00    0.898343292917546998E+00   -0.139253671459936612E+00    0.154104144970529466E+01    0.510983489546407821E+01    0.928383231537748088E+01
    0.141391708932536986E+01    0.763487787807914042E+00    0.892408093215293574E+00   -0.138635648881903606E+00    0.154390576133204838E+01    0.509889854504141926E+01    0.931300462463531176E+01
    0.141504204992095950E+01    0.764977293862891372E+00    0.892851770982362569E+00   -0.147024211776992431E+00    0.154293133444717467E+01    0.511131233295400200E+01    0.934695887258135372E+01
    0.141201167374158487E+01    0.766363063382169973E+00    0.895843297872688238E+00   -0.142122574919390843E+00    0.154156433109424462E+01    0.511189076221550298E+01    0.940832822024981397E+01
