    0.182879354255760518E-03    0.100254846652623764E+01    0.998219501753424443E+00    0.322325467109127203E+03
   -0.952507954373515986E-03    0.998587260896077189E+00    0.100147331291753550E+01    0.322941106314925264E+03
   -0.749521385483120639E-03    0.100187399776979325E+01    0.100046026987645176E+01    0.323335240556004237E+03
   -0.119006439050650670E-02    0.999005035281252063E+00    0.100133575362993410E+01    0.323356183622882156E+03
   -0.820281106282294559E-03    0.998570437000945721E+00    0.100148745967369668E+01    0.323502737375730419E+03
   -0.128521308521278854E-02    0.100353494625000050E+01    0.998863510082247608E+00    0.323604815803638132E+03
    0.794454214712914109E-03    0.100120325588717440E+01    0.999724012856024191E+00    0.323691288963314378E+03
   -0.360165394909017778E-03    0.100205039154605702E+01    0.100001407588648616E+01    0.323950955922057744E+03
    0.156460632941168853E-02    0.997752861139440617E+00    0.100083191722186626E+01    0.324215373534106277E+03
    0.139833633170205474E-02    0.100083118369630575E+01    0.998672973048469914E+00    0.324262209527085190E+03
    0.172986538968444847E-02    0.999797437583546222E+00    0.998938477076174003E+00    0.324374681615839336E+03
   -0.146002637382025569E-02    0.100016062862560839E+01    0.100060209614269335E+01    0.324474670154299247E+03
    0.120447703718618016E-02    0.997573723497846787E+00    0.100075153479201795E+01    0.324533760455285119E+03
   -0.137230746462790876E-02    0.100303746428015672E+01    0.999764739652734269E+00    0.324606790293387007E+03
    0.402546475422482786E-03    0.998329468236956008E+00    0.100134945822899835E+01    0.324659566503532176E+03
   -0.179800938350282991E-02    0.100106285520574301E+01    0.100115006227806980E+01    0.324691305273826856E+03
    0.102202279445862132E-02    0.999345195867079483E+00    0.100061858593968811E+01    0.324716928385064307E+03
   -0.199242787576814351E-02    0.100268893876353204E+01    0.999687189524222530E+00    0.324808262036199835E+03
    0.686271917782477203E-03    0.999334644092993440E+00    0.100085292521826985E+01    0.324819283359775909E+03
   -0.165405702751719730E-02    0.100191271681281879E+01    0.100069555550628175E+01    0.324891179528497332E+03
    0.102052719756429155E-02    0.999970625363194587E+00    0.999045379560983715E+00    0.324911422074517986E+03
   -0.185088075392592089E-02    0.100081374530632172E+01    0.100064624447770711E+01    0.324913081247274192E+03
   -0.134831892441411583E-02    0.100236953717295973E+01    0.100027272709959236E+01    0.324920281627160819E+03
