    0.285035729408264160E+01    0.985490620136260986E+01    0.347019553184509277E+01   -0.848773664743519115E+10   -0.391195633965034517E+01    1
   -0.134270668029785156E+01    0.950283050537109375E+01    0.155748867988586426E+02   -0.759015189458992290E+10   -0.393195633965034208E+01    1
   -0.357174396514892578E+01    0.991699934005737305E+01    0.147014415264129639E+02   -0.739558989242531681E+10   -0.395195633965034165E+01    1
    0.390952944755554199E+01    0.901047646999359131E+01    0.169260716438293457E+02   -0.718572283715967274E+10   -0.397195633965034300E+01    1
    0.186637401580810547E+01    0.993618607521057129E+01    0.112190365791320801E+01   -0.477739581160151672E+10   -0.399195633965034391E+01    1
    0.474057674407958984E+01    0.717992246150970459E+01    0.130665910243988037E+02   -0.429330548433874130E+10   -0.401195633965034215E+01    1
    0.108420252799987793E+01    0.767113029956817627E+01    0.394575834274291992E+01   -0.418376184329424381E+10   -0.403195633965034173E+01    1
   -0.316798806190490723E+01    0.839475274085998535E+01    0.928659200668334961E+01   -0.412840570368220663E+10   -0.405195633965034396E+01    1
   -0.518302917480468750E+00    0.706480026245117188E+01    0.707935810089111328E+01   -0.343602443986868238E+10   -0.407195633965034443E+01    1
    0.982637166976928711E+01    0.953166425228118896E+01    0.800835847854614258E+01   -0.338125268018399000E+10   -0.409195633965034400E+01    1
    0.151726007461547852E+01    0.573287904262542725E+01    0.182485151290893555E+02   -0.270187796372368526E+10   -0.411195633965034357E+01    1
   -0.523352265357971191E+01    0.879236042499542236E+01    0.800261855125427246E+01   -0.250019550450185490E+10   -0.413195633965034226E+01    1
   -0.634278535842895508E+01    0.869396209716796875E+01    0.914256811141967773E+01   -0.243974306169899797E+10   -0.415195633965034450E+01    1
   -0.251699924468994141E+01    0.566949665546417236E+01    0.163632655143737793E+02   -0.238015566602651501E+10   -0.417195633965034762E+01    1
    0.916663408279418945E+00    0.527171015739440918E+01    0.110104000568389893E+02   -0.218090470182811689E+10   -0.419195633965034720E+01    1
    0.600518107414245605E+01    0.542627811431884766E+01    0.922837257385253906E+01   -0.203790400325067735E+10   -0.421195633965034677E+01    1
    0.498656153678894043E+01    0.479322612285614014E+01    0.653530597686767578E+01   -0.153683197842529655E+10   -0.423195633965034279E+01    1
   -0.347486019134521484E+01    0.452482581138610840E+01    0.186325800418853760E+02   -0.141533516289580607E+10   -0.425195633965034059E+01    1
   -0.593620181083679199E+01    0.825751185417175293E+01    0.728351354598999023E+01   -0.140224887245001888E+10   -0.427195633965034727E+01    1
   -0.487750649452209473E+01    0.654719412326812744E+01    0.756341099739074707E+01   -0.125567204566951513E+10   -0.429195633965034329E+01    1
    0.298938393592834473E+01    0.406112611293792725E+01    0.188528668880462646E+02   -0.123968095945645380E+10   -0.431195633965034109E+01    1
    0.652476549148559570E+00    0.381212890148162842E+01    0.165991461277008057E+02   -0.105343708284097815E+10   -0.433195633965034244E+01    1
    0.165826201438903809E+01    0.377107262611389160E+01    0.125256919860839844E+02   -0.103240335168737209E+10   -0.435195633965034201E+01    1
   -0.169994711875915527E+01    0.385560810565948486E+01    0.103232896327972412E+02   -0.896132029886959791E+09   -0.437195633965034336E+01    1
   -0.182322382926940918E+01    0.500357329845428467E+01    0.522014975547790527E+01   -0.871000589104304194E+09   -0.439195633965034649E+01    1
    0.572801470756530762E+01    0.345158576965332031E+01    0.165219748020172119E+02   -0.807309996967467308E+09   -0.441195633965034784E+01    1
    0.125858783721923828E+01    0.340224921703338623E+01    0.137775242328643799E+02   -0.806060853793516874E+09   -0.443195633965034474E+01    1
   -0.361965537071228027E+01    0.341623425483703613E+01    0.163315427303314209E+02   -0.696425731584511995E+09   -0.445195633965034343E+01    1
   -0.557943105697631836E+01    0.352146863937377930E+01    0.175824558734893799E+02   -0.689045359402529120E+09   -0.447195633965034745E+01    1
    0.706377029418945312E+01    0.356057167053222656E+01    0.863623380661010742E+01   -0.652301313490893841E+09   -0.449195633965034435E+01    1
   -0.736652970314025879E+01    0.343107104301452637E+01    0.196305084228515625E+02   -0.615433352432083488E+09   -0.451195633965034482E+01    1
