   -0.138862542737389560E+01    0.642705971284559974E+00    0.120998937511792342E+02    0.139800412336169799E+01    0.830022544106490345E+00    0.910612933856496221E+00   -0.174695894650847450E+00    0.186102122813531246E+01    0.620023461438857559E+01   -0.565445803453825647E+03
   -0.120652829960325292E+01    0.618845655646719228E+00    0.130991363691815010E+02    0.139044592255054411E+01    0.825342595117247946E+00    0.912969689771693016E+00   -0.199351461917881778E+00    0.188790367718442331E+01    0.616435164381608924E+01   -0.559722035733474740E+03
   -0.149811598765307075E+01    0.620792395342037007E+00    0.129129830188281058E+02    0.139022282622755178E+01    0.835508944953891164E+00    0.911658898842691579E+00   -0.176638574441589924E+00    0.188241827556562158E+01    0.620575477980001811E+01   -0.558485045337968586E+03
   -0.152944788759681138E+01    0.669534403604253647E+00    0.126266452685792370E+02    0.139350708339608076E+01    0.828108782149521216E+00    0.912318496480914121E+00   -0.157799301113838553E+00    0.183421132893418815E+01    0.616056415645879163E+01   -0.558333202889619315E+03
   -0.150654152861467416E+01    0.628537096921118921E+00    0.129476503734993003E+02    0.139328150382286609E+01    0.834842128516872894E+00    0.907767733062923132E+00   -0.174580119129153388E+00    0.187696736050296686E+01    0.618227434994055969E+01   -0.558055743994234490E+03
   -0.119821388949424623E+01    0.635791089340424609E+00    0.134364312315816967E+02    0.139024617877148771E+01    0.825988174720812873E+00    0.909927170150397702E+00   -0.194622371298496688E+00    0.187123226624192718E+01    0.613899232083926094E+01   -0.558014801075963533E+03
   -0.137973658358092344E+01    0.682919025205358965E+00    0.122732137811700639E+02    0.139533610075899439E+01    0.827159475428531632E+00    0.909512045453686579E+00   -0.159153883997211310E+00    0.182384782963356207E+01    0.612299261450078447E+01   -0.557589905974543626E+03
   -0.128998183944698752E+01    0.631734340246370429E+00    0.131328148510523857E+02    0.138873162776164349E+01    0.832433153411432869E+00    0.914102979582080866E+00   -0.194656603577879395E+00    0.187104295488766414E+01    0.617813837666772514E+01   -0.557243601504594608E+03
   -0.150170473731760445E+01    0.617086398439576356E+00    0.129436007243928035E+02    0.139219199711922137E+01    0.830936045811797697E+00    0.909246787989830052E+00   -0.172757354729164092E+00    0.188912979289492378E+01    0.619310758371469738E+01   -0.557169700938805136E+03
   -0.138656009765179000E+01    0.675653837322469530E+00    0.123220269467096344E+02    0.139632365384519019E+01    0.828066446698015990E+00    0.907501171707462140E+00   -0.160306148294376172E+00    0.183169449985640354E+01    0.612904441939485256E+01   -0.557111321018253193E+03
   -0.163772189594900475E+01    0.644986707166703699E+00    0.130182790981535845E+02    0.139456352738454825E+01    0.822490328687996763E+00    0.914359174889379567E+00   -0.161778870111708883E+00    0.186236494100257644E+01    0.613337350575806628E+01   -0.557021451739417216E+03
   -0.148447786987452979E+01    0.628446152874004738E+00    0.129193246428611825E+02    0.139311459483946187E+01    0.834905673623406175E+00    0.908840607973912418E+00   -0.177217558312438683E+00    0.187693813380420704E+01    0.617651254209715894E+01   -0.556570236694769164E+03
   -0.122695024112620388E+01    0.621944486866213953E+00    0.133816635501792369E+02    0.138771076081678402E+01    0.831263959321281831E+00    0.917575183542906903E+00   -0.210907627224706573E+00    0.187940588984045753E+01    0.618587427153620517E+01   -0.556303528856855337E+03
   -0.170689037494719109E+01    0.619413729591160700E+00    0.132455568719906207E+02    0.139388692088353494E+01    0.824761611488281199E+00    0.915462510831364318E+00   -0.171190542725289774E+00    0.188642355102120551E+01    0.617305823607624315E+01   -0.556146328131153268E+03
   -0.138578055938951827E+01    0.669051760082176039E+00    0.123385455894750748E+02    0.139479822344146243E+01    0.829477763918268884E+00    0.908713913566528753E+00   -0.165302518743315474E+00    0.183747290948692377E+01    0.614508359514052582E+01   -0.556117329728704135E+03
   -0.158175477575245260E+01    0.620875856790907177E+00    0.131507543416395460E+02    0.139108043043220420E+01    0.833682741747944656E+00    0.910084156271119937E+00   -0.170435033273088621E+00    0.188397979113015035E+01    0.619065821620844314E+01   -0.555820546326862313E+03
   -0.138611813884335966E+01    0.627457937340162308E+00    0.129631738913498644E+02    0.139228731174678799E+01    0.832942388934703293E+00    0.912094165507567833E+00   -0.189671369063482587E+00    0.187669055818066810E+01    0.617480204085434803E+01   -0.555611300791811345E+03
   -0.138361468894316708E+01    0.674187224016709274E+00    0.123944399192796268E+02    0.139106265696881515E+01    0.830766882015917640E+00    0.913794779776194610E+00   -0.173436051209671760E+00    0.183069054708658463E+01    0.614131360099513479E+01   -0.555463014359398585E+03
   -0.166426837738247180E+01    0.640006484278401455E+00    0.130291321881086919E+02    0.139237857653802699E+01    0.827604272682672559E+00    0.914733501007614080E+00   -0.167215743072862466E+00    0.186554883429907559E+01    0.616184708966523242E+01   -0.555092105012273123E+03
   -0.144597441221702105E+01    0.666185776281885911E+00    0.124610669049808269E+02    0.139215779659820349E+01    0.826262098679504398E+00    0.912670179504895818E+00   -0.163381957576147485E+00    0.184070995778517488E+01    0.613871357963584696E+01   -0.554945068054935291E+03
   -0.147548843312689648E+01    0.677918140551853510E+00    0.125614242656761554E+02    0.139736511055175683E+01    0.827265646553515310E+00    0.907915911195433134E+00   -0.159838119256836109E+00    0.182970324180299149E+01    0.611605964718816963E+01   -0.554840597760424771E+03
   -0.154293243787354051E+01    0.683451447767412734E+00    0.126495855243296447E+02    0.139701878049551809E+01    0.825038964475466541E+00    0.909028063024458377E+00   -0.150168522817317296E+00    0.182349672919641859E+01    0.611506328429347512E+01   -0.554705689188781889E+03
   -0.156129911625285622E+01    0.645699461623020943E+00    0.128522207733516698E+02    0.139391096569278261E+01    0.825601129202080397E+00    0.913662541896696379E+00   -0.168188187255884358E+00    0.186082233433224942E+01    0.614698525236292337E+01   -0.554658382792947123E+03
   -0.157912039563846029E+01    0.645192247339680947E+00    0.129896950170787875E+02    0.139075886514177505E+01    0.825628130809189620E+00    0.914859002517554698E+00   -0.165322669817431489E+00    0.186027914812439987E+01    0.616001301411956526E+01   -0.554655040121704133E+03
   -0.151770676794164494E+01    0.674943839409623103E+00    0.126819640512782321E+02    0.139585613912662510E+01    0.828113905131343642E+00    0.910149827731978722E+00   -0.162316231715093906E+00    0.183106346823828314E+01    0.612873337142062802E+01   -0.554633290079420703E+03
   -0.135322658194532863E+01    0.684654418510915797E+00    0.121950051671961539E+02    0.139197459656289624E+01    0.828934429935784145E+00    0.911579323202814429E+00   -0.163138327855177678E+00    0.182106566932416758E+01    0.613672614720998233E+01   -0.554596214582909624E+03
   -0.157043853411241408E+01    0.662884657677541789E+00    0.129103597971765911E+02    0.139550854806517144E+01    0.828185151996205349E+00    0.913454353427690102E+00   -0.168669677221478409E+00    0.184117986882439855E+01    0.614106558464873853E+01   -0.554552177077970555E+03
   -0.158663268128055002E+01    0.676327029489800280E+00    0.128954452460542530E+02    0.139488904341780184E+01    0.828188920652658811E+00    0.913561362829476753E+00   -0.165754731895688678E+00    0.182840956607751592E+01    0.612313825360664232E+01   -0.554538383651839467E+03
   -0.174919678818648272E+01    0.640484815883275216E+00    0.132955333244867262E+02    0.139703021823891937E+01    0.825836540802959429E+00    0.911549582462229946E+00   -0.164388096712229981E+00    0.186674513165523415E+01    0.613915840521935330E+01   -0.554461248070722149E+03
   -0.160222137066897297E+01    0.643848837498728122E+00    0.129863017563287197E+02    0.139683530548494872E+01    0.826670838269289776E+00    0.909066733362344115E+00   -0.164064216434111287E+00    0.186388276299889366E+01    0.614236115992412035E+01   -0.554448193887933712E+03
   -0.158029762994615197E+01    0.638185802914643774E+00    0.130742028145326366E+02    0.139052194590954414E+01    0.825504044877904852E+00    0.914344010974723065E+00   -0.167977072298160834E+00    0.186902921755142670E+01    0.614777459681858929E+01   -0.554444016924567450E+03
   -0.153504276420134822E+01    0.683940621929603920E+00    0.126975815743641576E+02    0.139668345208118616E+01    0.825699728824458190E+00    0.907600531548991007E+00   -0.151820257471680264E+00    0.182421363167550976E+01    0.610762756422408692E+01   -0.554368497408421263E+03
   -0.158782428334842152E+01    0.633573899065726032E+00    0.131409076994597349E+02    0.138950424088088731E+01    0.827764268459826091E+00    0.915099925432471872E+00   -0.171518760196931908E+00    0.187171387379180576E+01    0.616909316415509679E+01   -0.554358516256692610E+03
   -0.147093576594986786E+01    0.667089886034199164E+00    0.125639350380151704E+02    0.139208340720951718E+01    0.826751384291621760E+00    0.913809481269008739E+00   -0.166585821849171367E+00    0.183945051205119725E+01    0.613255466264076610E+01   -0.554348467007026784E+03
   -0.168065089114749533E+01    0.691901478861450259E+00    0.130333772664797571E+02    0.139947241827459123E+01    0.823092035309061165E+00    0.907347926743746536E+00   -0.142790574361210787E+00    0.181677019979557342E+01    0.608068420196299542E+01   -0.554307532350806241E+03
   -0.152032893233333155E+01    0.671032434994450755E+00    0.126730910856941019E+02    0.139090129330051226E+01    0.826763474544786159E+00    0.915653948310653942E+00   -0.166493304217111060E+00    0.183530578115082132E+01    0.612404394425778520E+01   -0.554300824624079269E+03
   -0.158316935421803606E+01    0.667879415823005917E+00    0.129450230786394709E+02    0.139605850993871883E+01    0.827799846652356397E+00    0.911033099801775603E+00   -0.165939488537031110E+00    0.183876665583926657E+01    0.611876476047994267E+01   -0.554269971108804612E+03
