    0.169632196426391602E+01    0.902565002441406250E+01    0.146432673931121826E+02    0.816234588623046875E+01    0.927653312683105469E+00    0.621880173683166504E+01    0.866832137107849121E+01    0.870895504951477051E+01    0.954756259918212891E+01    0.397895932197570801E+01    0.957008659839630127E+01    0.198447334766387939E+02   -0.522474779968389740E+11   -0.391195633965034517E+01    1
    0.254777550697326660E+01    0.778360724449157715E+01    0.663377761840820312E+01    0.278138756752014160E+01    0.858091413974761963E+01    0.430548548698425293E+01   -0.932159781455993652E+01    0.759354352951049805E+01    0.449230551719665527E+01   -0.247506737709045410E+01    0.954247236251831055E+01    0.126302802562713623E+02   -0.477809116264603424E+11   -0.393195633965034208E+01    1
    0.324755191802978516E+01    0.982284665107727051E+01    0.124662387371063232E+02   -0.353866815567016602E+01    0.180152893066406250E+01    0.177920842170715332E+02   -0.331444501876831055E+01    0.794146835803985596E+01    0.188231050968170166E+02   -0.412954568862915039E+01    0.445407330989837646E+01    0.190663504600524902E+02   -0.393423042082688065E+11   -0.395195633965034165E+01    1
   -0.305539727210998535E+01    0.288942098617553711E+01    0.670388579368591309E+01   -0.678992271423339844E+00    0.900353550910949707E+01    0.115805280208587646E+02   -0.253710627555847168E+01    0.706935644149780273E+01    0.497634768486022949E+01    0.347145676612854004E+01    0.811795830726623535E+01    0.131435525417327881E+02   -0.380350731988343506E+11   -0.397195633965034300E+01    1
   -0.846848726272583008E+01    0.456763386726379395E+01    0.141221702098846436E+02   -0.572640299797058105E+01    0.606907665729522705E+01    0.156538271903991699E+02   -0.380703210830688477E+01    0.823604106903076172E+01    0.199602711200714111E+02   -0.596934795379638672E+01    0.746505081653594971E+01    0.120200383663177490E+02   -0.357217430379044571E+11   -0.399195633965034391E+01    1
    0.958093047142028809E+01    0.300819754600524902E+01    0.116267204284667969E+02    0.297810912132263184E+01    0.932398915290832520E+01    0.371329426765441895E+01    0.896239161491394043E+01    0.923194527626037598E+01    0.167180681228637695E+02   -0.136618614196777344E+00    0.308028817176818848E+01    0.297725915908813477E+01   -0.351832487720824127E+11   -0.401195633965034215E+01    1
   -0.212231755256652832E+01    0.822889745235443115E+01    0.139054298400878906E+02   -0.383129119873046875E+00    0.360721707344055176E+01    0.148915839195251465E+02   -0.536749958992004395E+01    0.455215871334075928E+01    0.136543881893157959E+02    0.478773713111877441E+01    0.541127681732177734E+01    0.153158342838287354E+02   -0.291487368374010353E+11   -0.403195633965034173E+01    1
    0.587464570999145508E+01    0.599989533424377441E+01    0.156859934329986572E+02    0.770830035209655762E+01    0.859145820140838623E+01    0.169515073299407959E+02    0.187665224075317383E+00    0.593551754951477051E+01    0.106193768978118896E+02    0.710741639137268066E+01    0.774041831493377686E+01    0.446795225143432617E+00   -0.268699186956619072E+11   -0.405195633965034396E+01    1
   -0.185411930084228516E+01    0.307665884494781494E+01    0.855229258537292480E+01   -0.564557194709777832E+01    0.859070837497711182E+01    0.161493504047393799E+02    0.614629864692687988E+01    0.239926457405090332E+01    0.148405730724334717E+02   -0.339586377143859863E+01    0.769881486892700195E+01    0.132608008384704590E+02   -0.258991727713870888E+11   -0.407195633965034443E+01    1
   -0.629690408706665039E+01    0.193167150020599365E+01    0.174112427234649658E+02    0.993554830551147461E+01    0.557317316532135010E+01    0.119332838058471680E+02    0.963217258453369141E+01    0.732834100723266602E+01    0.114020144939422607E+02    0.297772765159606934E+01    0.714310705661773682E+01    0.180562293529510498E+02   -0.256918125530651855E+11   -0.409195633965034400E+01    1
