    0.802168011665344238E+01    0.784027695655822754E+01    0.191275620460510254E+02    0.307404994964599609E+01    0.907549321651458740E+01    0.721809387207031250E+01   -0.227021713481209793E+11   -0.391195633965034517E+01    1
    0.278837800025939941E+01    0.816628217697143555E+01    0.198371636867523193E+02    0.794858574867248535E+01    0.875942587852478027E+01    0.121521461009979248E+02   -0.214246246742635078E+11   -0.393195633965034208E+01    1
    0.407949209213256836E+01    0.840233683586120605E+01    0.862356066703796387E+01    0.740810394287109375E+01    0.668102324008941650E+01    0.182063198089599609E+02   -0.174699128057321548E+11   -0.395195633965034165E+01    1
    0.106897354125976562E+00    0.812910795211791992E+01    0.124919307231903076E+02    0.527521729469299316E+01    0.602836906909942627E+01    0.115712440013885498E+02   -0.152287224373296280E+11   -0.397195633965034300E+01    1
    0.170902013778686523E+01    0.843373835086822510E+01    0.339294791221618652E+01   -0.147780537605285645E+01    0.582307159900665283E+01    0.147389483451843262E+02   -0.146106136949492207E+11   -0.399195633965034391E+01    1
    0.803853392601013184E+01    0.593769311904907227E+01    0.196459329128265381E+02    0.919005870819091797E+01    0.872899353504180908E+01    0.143775248527526855E+02   -0.145837595325320129E+11   -0.401195633965034215E+01    1
    0.451997160911560059E+01    0.905590951442718506E+01    0.164373087882995605E+02   -0.816005706787109375E+01    0.978581845760345459E+01    0.837009668350219727E+01   -0.141198653669243164E+11   -0.403195633965034173E+01    1
   -0.505678057670593262E+01    0.756990253925323486E+01    0.127610659599304199E+02    0.783638358116149902E+01    0.816650152206420898E+01    0.816452264785766602E+01   -0.131485039823995609E+11   -0.405195633965034396E+01    1
   -0.214034438133239746E+01    0.228522241115570068E+01    0.130084776878356934E+02    0.343230962753295898E+01    0.958488821983337402E+01    0.178860080242156982E+02   -0.104504300652563801E+11   -0.407195633965034443E+01    1
    0.313070654869079590E+01    0.740053951740264893E+01    0.143066155910491943E+02   -0.706338167190551758E+01    0.539300978183746338E+01    0.135358655452728271E+02   -0.101896605968006878E+11   -0.409195633965034400E+01    1
